date,channel_id,video_id,video_thumbnail_impressions,video_thumbnail_impressions_ctr
20260624,UCN1-TUxX_2UumGm3OKpmncg,-qhJIwZz_tM,14,0.14285714285714285
20260624,UCN1-TUxX_2UumGm3OKpmncg,2XLSdO_vOTM,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,2tO6djVL0q8,9,0.1111111111111111
20260624,UCN1-TUxX_2UumGm3OKpmncg,6Ncztplwf-c,79,0.063291139240506333
20260624,UCN1-TUxX_2UumGm3OKpmncg,6vUld2_t8r0,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,794k4AT6MvA,7,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,7Bn_0CsjwNY,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,7WhCcJ3ERaY,88,0.034090909090909088
20260624,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,37,0.054054054054054057
20260624,UCN1-TUxX_2UumGm3OKpmncg,AD1QPvfZZqU,189,0.021164021164021163
20260624,UCN1-TUxX_2UumGm3OKpmncg,CvdXyK2J6x4,6,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,GcyZcniwXRY,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,HpcaQ2Cz_ec,5,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,QsgsOkQg-48,8,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,SMYdQA_vH-g,3,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,THJvirjCvOY,9,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,TemJZxs-Dm4,14,0.071428571428571425
20260624,UCN1-TUxX_2UumGm3OKpmncg,TyxdaK8mu_E,2,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,UUlPhZ2-Lv0,35,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,VFzHiWmeHJE,99,0.010101010101010102
20260624,UCN1-TUxX_2UumGm3OKpmncg,VUDgx3fVtd4,111,0.018018018018018018
20260624,UCN1-TUxX_2UumGm3OKpmncg,WDgj86k31Og,2,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,Wzaz04Tmicg,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,14,0.071428571428571425
20260624,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,6,0.16666666666666666
20260624,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,11,0.18181818181818182
20260624,UCN1-TUxX_2UumGm3OKpmncg,ZJnFCiMejGk,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,ZPmQNASo0M0,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,_AP0GLhbPmc,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,133,0.097744360902255634
20260624,UCN1-TUxX_2UumGm3OKpmncg,bMS2kP4LwDA,51,0.058823529411764705
20260624,UCN1-TUxX_2UumGm3OKpmncg,bp7x3ohwOEE,15,0.13333333333333333
20260624,UCN1-TUxX_2UumGm3OKpmncg,d2Mf5Vgy2jM,3,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,dnq70SeCiBY,44,0.068181818181818177
20260624,UCN1-TUxX_2UumGm3OKpmncg,gfUEO7hiEd4,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,ghHOBmFQvs8,4,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,7,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,kZN4msDx9Tg,1,2
20260624,UCN1-TUxX_2UumGm3OKpmncg,lMFgM4Q8yx4,7,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,pa0_4JTb0Nk,77,0.025974025974025976
20260624,UCN1-TUxX_2UumGm3OKpmncg,pje6shzYYZU,2,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,pjgU_IK0fJU,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,qoodETrDhSg,6,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,r6VYrHvgo1A,4,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,rJiO7I-llw4,6,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,sK6KH3dFgLY,68,0.058823529411764705
20260624,UCN1-TUxX_2UumGm3OKpmncg,skKaiqiC7WY,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,w2CFUIda7qM,10,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,x5O8-0h9aH4,2,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,xZQmj0i14oc,1,0
20260624,UCN1-TUxX_2UumGm3OKpmncg,ybQBCcJMrgo,34,0.029411764705882353
20260624,UCN1-TUxX_2UumGm3OKpmncg,zC4YuumOmoE,1,0
