date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,playback_location_type,traffic_source_type,device_type,operating_system,views,engaged_views,watch_time_minutes,average_view_duration_seconds,average_view_duration_percentage,red_views,red_watch_time_minutes
20260523,UCN1-TUxX_2UumGm3OKpmncg,ZJnFCiMejGk,on_demand,unknown,JP,10,24,105,5,1,0,0.021666666666666667,0,0,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,pje6shzYYZU,on_demand,unknown,AU,0,5,102,22,1,1,0.35466666666666669,21.28,1.1331203407880723,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,ZJnFCiMejGk,on_demand,unknown,JP,10,24,104,5,15,2,0.36716666666666664,6.455,33.973684210526315,7,0.18816666666666665
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,GR,10,24,104,4,3,2,0.195,5.65,14.125,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,AU,10,24,104,4,12,5,2.19,24.4,61,2,0.59333333333333338
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,TH,10,24,104,4,2,0,0.005,0,0,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,SG,10,24,105,4,1,1,0.073333333333333334,4.4,11,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,CA,10,24,105,4,1,1,0.093333333333333338,5.6,14,1,0.093333333333333338
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,SG,10,24,104,4,5,3,0.92848333333333333,17.169666666666668,42.924166666666665,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,CA,10,24,104,4,13,5,8.9966666666666661,106.92,267.3,2,0.03
20260523,UCN1-TUxX_2UumGm3OKpmncg,ug725vDo3k0,on_demand,unknown,VN,10,24,104,4,1,0,0.033333333333333333,0,0,1,0.033333333333333333
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,GR,10,24,105,5,1,1,0.11216666666666666,6.73,16.825,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,CY,10,24,104,4,1,0,0.015,0,0,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,MK,10,24,104,4,1,0,0.013333333333333334,0,0,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FIUKH_owfAc,on_demand,unknown,JP,10,24,101,2,43,15,7.7123166666666663,27.669466666666665,69.173666666666662,6,1.0675999999999999
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,AE,10,24,104,5,2,1,0.28683333333333333,14.76,36.9,1,0.246
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,AU,10,24,105,5,1,1,0.13833333333333334,8.3,20.75,1,0.13833333333333334
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,IN,10,24,104,4,13,4,0.82833333333333337,8.825,22.0625,4,0.275
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,AU,10,24,104,5,7,2,0.76366666666666672,17.235,43.0875,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,TH,10,24,104,5,1,0,0.0105,0,0,1,0.0105
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,CA,10,24,105,5,1,1,0.10183333333333333,6.11,15.275,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,SG,10,24,104,5,1,0,0.0093333333333333341,0,0,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,US,10,24,101,2,7,4,1.0316333333333334,15.009,37.5225,1,0.0085
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,CA,10,24,104,5,1,0,0.029666666666666668,0,0,1,0.029666666666666668
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,DM,10,24,104,5,1,0,0.048,0,0,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,MN,10,24,104,5,2,1,0.08,4.17,10.425,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,ug725vDo3k0,on_demand,unknown,GE,10,24,104,4,1,0,0.026666666666666668,0,0,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,BR,10,5,104,5,1,1,0.11883333333333333,7.13,17.825,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,IN,10,24,104,5,4,2,0.60483333333333333,16.44,41.1,2,0.13083333333333333
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,PL,10,24,104,5,1,0,0.017833333333333333,0,0,1,0.017833333333333333
20260523,UCN1-TUxX_2UumGm3OKpmncg,ug725vDo3k0,on_demand,unknown,HK,10,24,104,4,3,1,0.70166666666666666,41,102.5,1,0.018333333333333333
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,KR,10,24,104,4,2,0,0.061666666666666668,0,0,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,ug725vDo3k0,on_demand,unknown,JP,10,24,101,2,2,0,0.0718,0,0,1,0.039816666666666667
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,HU,10,24,104,4,1,1,0.19166666666666668,11.5,28.75,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,ug725vDo3k0,on_demand,unknown,US,10,24,104,4,2,1,0.47666666666666668,25.8,64.5,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,ug725vDo3k0,on_demand,unknown,MY,10,24,104,4,5,4,1.72,25.8,64.5,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,ZJnFCiMejGk,on_demand,unknown,JP,10,24,101,2,1,0,0.042566666666666669,0,0,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,KR,10,24,104,5,1,1,0.076666666666666661,4.6,11.5,1,0.076666666666666661
20260523,UCN1-TUxX_2UumGm3OKpmncg,ug725vDo3k0,on_demand,unknown,PH,10,24,105,4,1,1,0.22666666666666666,13.6,34,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,ug725vDo3k0,on_demand,unknown,PH,10,24,104,4,9,4,2.4033333333333333,35.15,87.875,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,FrsG4CDAMpo,on_demand,unknown,HU,10,24,104,5,1,0,0.0105,0,0,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,ug725vDo3k0,on_demand,unknown,US,10,24,104,5,1,1,0.16,9.6,24,0,0
20260523,UCN1-TUxX_2UumGm3OKpmncg,ug725vDo3k0,on_demand,unknown,DE,10,5,104,4,1,0,0.02,0,0,1,0.02
