date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,playback_location_type,traffic_source_type,device_type,operating_system,views,engaged_views,watch_time_minutes,average_view_duration_seconds,average_view_duration_percentage,red_views,red_watch_time_minutes
20260612,UCN1-TUxX_2UumGm3OKpmncg,TemJZxs-Dm4,on_demand,not_subscribed,PH,0,7,104,4,1,1,0.36833333333333335,22.1,2.1816386969397827,0,0
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,PH,0,7,104,4,2,2,2.2033333333333331,66.1,6.0531135531135529,0,0
20260612,UCN1-TUxX_2UumGm3OKpmncg,w2CFUIda7qM,on_demand,not_subscribed,HK,0,7,105,5,1,1,11.275,676.5,66.9139465875371,0,0
20260612,UCN1-TUxX_2UumGm3OKpmncg,-qhJIwZz_tM,on_demand,not_subscribed,BD,0,7,104,4,1,1,0.22833333333333333,13.7,1.4008179959100204,0,0
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,RU,7,3,101,2,1,1,0.61975,37.185,3.7905198776758411,0,0
20260612,UCN1-TUxX_2UumGm3OKpmncg,w2CFUIda7qM,on_demand,not_subscribed,ZA,0,7,104,4,4,4,24.398333333333333,365.975,36.19930761622156,0,0
20260612,UCN1-TUxX_2UumGm3OKpmncg,xZQmj0i14oc,on_demand,not_subscribed,ID,0,7,104,4,1,1,0.28166666666666668,16.9,1.6552399608227228,0,0
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,GB,0,3,104,4,2,2,12.355,370.65,37.782874617737,0,0
20260612,UCN1-TUxX_2UumGm3OKpmncg,SMYdQA_vH-g,on_demand,not_subscribed,ZA,0,7,104,4,1,1,0.95666666666666667,57.4,5.26605504587156,0,0
20260612,UCN1-TUxX_2UumGm3OKpmncg,dnq70SeCiBY,on_demand,not_subscribed,DE,0,3,104,4,1,1,0.105,6.3,0.66878980891719741,0,0
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,GB,7,3,104,4,1,1,0.45148333333333335,27.089,2.7613659531090722,0,0
20260612,UCN1-TUxX_2UumGm3OKpmncg,TemJZxs-Dm4,on_demand,not_subscribed,IR,0,7,104,4,1,1,0.10166666666666667,6.1,0.60217176702862785,0,0
