date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,age_group,gender,views_percentage
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,HK,AGE_45_54,MALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,GB,AGE_25_34,MALE,1.8518518518518516
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,KE,AGE_25_34,FEMALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,US,AGE_13_17,MALE,1.8518518518518516
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,GH,AGE_45_54,MALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,ZA,AGE_45_54,MALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,US,AGE_45_54,MALE,6.481481481481481
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,MT,AGE_45_54,MALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,IE,AGE_55_64,MALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,PH,AGE_45_54,MALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,ZA,AGE_25_34,MALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,BG,AGE_45_54,MALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,US,AGE_25_34,MALE,9.25925925925926
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,DK,AGE_55_64,MALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,MY,AGE_25_34,MALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,GB,AGE_65_,MALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,IT,AGE_45_54,MALE,0.92592592592592582
20260529,UCN1-TUxX_2UumGm3OKpmncg,Xmr8tkRIHYY,on_demand,not_subscribed,SG,AGE_55_64,MALE,0.92592592592592582
