date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,age_group,gender,views_percentage
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,DE,AGE_65_,MALE,6.25
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,US,AGE_25_34,MALE,6.25
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,DK,AGE_55_64,MALE,6.25
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,CA,AGE_35_44,MALE,6.25
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,AU,AGE_45_54,MALE,6.25
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,subscribed,MY,AGE_55_64,MALE,12.5
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,US,AGE_65_,MALE,12.5
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,GB,AGE_25_34,MALE,6.25
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,MX,AGE_55_64,MALE,6.25
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,NZ,AGE_35_44,MALE,6.25
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,US,AGE_35_44,MALE,6.25
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,IR,AGE_55_64,MALE,6.25
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,US,AGE_45_54,MALE,6.25
20260614,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,MY,AGE_45_54,MALE,6.25
