date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,age_group,gender,views_percentage
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,MX,AGE_35_44,MALE,5.5555555555555554
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,PH,AGE_25_34,FEMALE,5.5555555555555554
20260628,UCN1-TUxX_2UumGm3OKpmncg,pa0_4JTb0Nk,on_demand,not_subscribed,US,AGE_35_44,MALE,11.111111111111111
20260628,UCN1-TUxX_2UumGm3OKpmncg,pa0_4JTb0Nk,on_demand,not_subscribed,UG,AGE_18_24,MALE,11.111111111111111
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,PH,AGE_35_44,MALE,5.5555555555555554
20260628,UCN1-TUxX_2UumGm3OKpmncg,pa0_4JTb0Nk,on_demand,not_subscribed,AU,AGE_55_64,MALE,11.111111111111111
20260628,UCN1-TUxX_2UumGm3OKpmncg,pa0_4JTb0Nk,on_demand,not_subscribed,US,AGE_65_,FEMALE,22.222222222222221
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,US,AGE_45_54,MALE,5.5555555555555554
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,TH,AGE_35_44,MALE,5.5555555555555554
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,PK,AGE_25_34,MALE,5.5555555555555554
20260628,UCN1-TUxX_2UumGm3OKpmncg,pa0_4JTb0Nk,on_demand,not_subscribed,IN,AGE_25_34,MALE,11.111111111111111
20260628,UCN1-TUxX_2UumGm3OKpmncg,pa0_4JTb0Nk,on_demand,not_subscribed,AU,AGE_65_,FEMALE,11.111111111111111
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,TH,AGE_45_54,MALE,5.5555555555555554
20260628,UCN1-TUxX_2UumGm3OKpmncg,pa0_4JTb0Nk,on_demand,not_subscribed,TZ,AGE_25_34,MALE,11.111111111111111
20260628,UCN1-TUxX_2UumGm3OKpmncg,pa0_4JTb0Nk,on_demand,not_subscribed,ID,AGE_25_34,MALE,11.111111111111111
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,US,AGE_55_64,MALE,11.111111111111111
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,BE,AGE_35_44,MALE,11.111111111111111
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,BR,AGE_65_,MALE,5.5555555555555554
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,IN,AGE_45_54,MALE,5.5555555555555554
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,US,AGE_13_17,MALE,5.5555555555555554
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,TH,AGE_25_34,MALE,11.111111111111111
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,not_subscribed,US,AGE_65_,FEMALE,5.5555555555555554
20260628,UCN1-TUxX_2UumGm3OKpmncg,aqX-Kq6QAXI,on_demand,subscribed,PH,AGE_35_44,MALE,5.5555555555555554
