date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,age_group,gender,views_percentage
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,IN,AGE_25_34,MALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,PE,AGE_65_,FEMALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,IE,AGE_65_,MALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,PH,AGE_45_54,MALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,IN,AGE_18_24,FEMALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,IN,AGE_35_44,FEMALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,AU,AGE_55_64,MALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,TH,AGE_65_,MALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,DE,AGE_45_54,MALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,NG,AGE_25_34,MALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,GR,AGE_35_44,MALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,US,AGE_55_64,MALE,14.285714285714285
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,IQ,AGE_25_34,MALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,ID,AGE_35_44,MALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,PG,AGE_25_34,FEMALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,US,AGE_25_34,FEMALE,4.7619047619047619
20260619,UCN1-TUxX_2UumGm3OKpmncg,XDDPJXuPsYs,on_demand,not_subscribed,US,AGE_35_44,MALE,14.285714285714285
