date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,age_group,gender,views_percentage
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,US,AGE_55_64,MALE,11.111111111111111
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,NG,AGE_25_34,FEMALE,4.3478260869565215
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,GB,AGE_65_,MALE,13.043478260869565
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,GR,AGE_55_64,MALE,4.3478260869565215
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,US,AGE_45_54,MALE,11.111111111111111
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,GB,AGE_35_44,MALE,4.3478260869565215
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,ZA,AGE_25_34,MALE,11.111111111111111
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,US,AGE_25_34,MALE,5.5555555555555554
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,PH,AGE_25_34,MALE,11.111111111111111
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,CA,AGE_45_54,MALE,4.3478260869565215
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,US,AGE_65_,MALE,8.695652173913043
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,CA,AGE_55_64,MALE,5.5555555555555554
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,US,AGE_35_44,MALE,4.3478260869565215
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,PH,AGE_55_64,FEMALE,5.5555555555555554
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,NL,AGE_35_44,MALE,4.3478260869565215
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,PT,AGE_45_54,MALE,4.3478260869565215
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,US,AGE_65_,MALE,5.5555555555555554
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,PH,AGE_65_,MALE,5.5555555555555554
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,MT,AGE_35_44,MALE,5.5555555555555554
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,RU,AGE_35_44,MALE,4.3478260869565215
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,NG,AGE_25_34,MALE,4.3478260869565215
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,PT,AGE_45_54,MALE,11.111111111111111
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,IN,AGE_65_,MALE,4.3478260869565215
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,BN,AGE_35_44,MALE,4.3478260869565215
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,IN,AGE_35_44,MALE,13.043478260869565
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,US,AGE_55_64,MALE,8.695652173913043
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,SG,AGE_65_,MALE,5.5555555555555554
20260612,UCN1-TUxX_2UumGm3OKpmncg,7_gERg0afq4,on_demand,not_subscribed,US,AGE_35_44,FEMALE,5.5555555555555554
20260612,UCN1-TUxX_2UumGm3OKpmncg,Y4lXH4vJOqQ,on_demand,not_subscribed,US,AGE_45_54,MALE,8.695652173913043
