date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,age_group,gender,views_percentage
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,JP,AGE_65_,FEMALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,GE,AGE_35_44,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,PE,AGE_45_54,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,US,AGE_65_,MALE,11.111111111111111
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,ID,AGE_35_44,MALE,19.444444444444446
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,MN,AGE_45_54,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,JP,AGE_55_64,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,RU,AGE_25_34,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,US,AGE_35_44,MALE,5.5555555555555554
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,NL,AGE_18_24,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,PL,AGE_25_34,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,KZ,AGE_35_44,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,FJ,AGE_35_44,FEMALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,KE,AGE_55_64,FEMALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,CA,AGE_35_44,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,IN,AGE_35_44,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,subscribed,JP,AGE_55_64,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,US,AGE_55_64,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,RO,AGE_55_64,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,JP,AGE_18_24,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,US,AGE_45_54,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,RO,AGE_45_54,MALE,5.5555555555555554
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,CZ,AGE_13_17,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,US,AGE_25_34,MALE,2.7777777777777777
20260623,UCN1-TUxX_2UumGm3OKpmncg,iPqMWo0J3AI,on_demand,not_subscribed,IT,AGE_13_17,MALE,2.7777777777777777
